Date,Open,High,Low,Close,Adj Close,Volume
7/26/2018,66.239998,66.739998,66.160004,66.339996,58.00845,4579200
7/27/2018,65.959999,67.050003,65.93,66.669998,58.297012,4545200
7/30/2018,66.650002,67.589996,66.599998,67.43,58.961559,4669300
7/31/2018,67.459999,67.660004,64.849998,64.860001,56.714329,9351400
8/1/2018,65,65.489998,63.720001,64.089996,56.041019,9565900
8/2/2018,63.77,64.190002,63.23,63.779999,55.769962,6806100
8/3/2018,63.91,65.239998,63.700001,64.889999,56.740551,4805500
8/6/2018,64.849998,65.300003,64.690002,65.040001,56.871716,4738100
8/7/2018,65.419998,66.019997,64.959999,65.449997,57.230232,5716400
8/8/2018,68.019997,69.389999,66.720001,68.169998,59.608616,18507400
8/9/2018,68.169998,69.279999,67.980003,68.57,59.958374,9074000
8/10/2018,68.5,69.120003,68.209999,69.050003,60.378113,5918800
8/13/2018,69.25,70.150002,68.559998,69.5,60.771587,6795300
8/14/2018,69.5,71.889999,69.5,71.379997,62.415493,9902200
8/15/2018,71.040001,71.769997,70.279999,71.639999,62.642838,6965600
8/16/2018,72.239998,73.870003,72,73.199997,64.006912,9037100
8/17/2018,73.040001,74.239998,72.769997,73.68,64.426636,7145900
8/20/2018,73.980003,74.900002,73.790001,74.620003,65.248573,5873000
8/21/2018,74.300003,74.599998,73.309998,73.690002,64.435394,5072600
8/22/2018,73.5,74.540001,73.139999,73.910004,64.627747,5259100
8/23/2018,73.709999,73.900002,73.199997,73.639999,64.391663,4299600
8/24/2018,73.639999,74.25,73.589996,74.080002,64.77639,5499700
8/27/2018,74.199997,75.099998,74.160004,74.959999,65.545876,4770800
8/28/2018,75,75.029999,73.900002,74.919998,65.51091,5535100
8/29/2018,74.860001,74.919998,74.209999,74.449997,65.099937,3781100
8/30/2018,74.099998,74.779999,73.650002,74.529999,65.169876,4036500
8/31/2018,74.459999,75.309998,74.309998,75.239998,65.790695,5644700
9/4/2018,74.980003,75.010002,73.360001,74,64.706451,9709000
9/5/2018,73.889999,75.220001,72.82,74.889999,65.484688,14728800
9/6/2018,75.010002,76.309998,74.089996,76.07,66.516479,9470900
9/7/2018,75.889999,77.419998,75.830002,77.290001,67.58326,9984600
9/10/2018,77.269997,77.800003,75.629997,75.639999,66.14048,5329200
9/11/2018,74.910004,75.940002,74.580002,75.730003,66.219177,4980800
9/12/2018,75.830002,77.5,75.620003,77.32,67.609489,6154900
9/13/2018,77.970001,78.5,76.889999,77.080002,67.39962,6847600
9/14/2018,77.449997,77.739998,76.860001,76.910004,67.250984,5019000
9/17/2018,76.830002,78.199997,76.760002,78.099998,68.291534,8987800
9/18/2018,78.040001,79.18,77.610001,78.610001,68.737488,7718000
9/19/2018,78.809998,79.940002,78.480003,78.959999,69.04351,7808600
9/20/2018,79.410004,79.970001,79.239998,79.389999,69.419525,6736700
9/21/2018,79.459999,79.93,78.580002,79.589996,69.594414,12104700
9/24/2018,79.220001,79.370003,78.120003,78.739998,68.851166,7129400
9/25/2018,78.339996,78.900002,77.309998,77.610001,67.863068,8941600
9/26/2018,77.870003,79.089996,77.330002,78.43,68.580093,6001000
9/27/2018,78.470001,79.43,78.349998,78.760002,68.868645,8946000
9/28/2018,78.389999,79.089996,78.260002,78.720001,68.833672,6317400
10/1/2018,79.050003,80.559998,78.949997,79.5,69.515709,6452800
10/2/2018,79.279999,79.989998,79.160004,79.239998,69.288368,3929600
10/3/2018,79.660004,80.470001,79.199997,79.900002,69.865463,4825100
10/4/2018,79.57,79.970001,78.970001,79.389999,69.419525,6577800
10/5/2018,79.220001,79.690002,78.440002,78.669998,68.789948,4540800
10/8/2018,78.809998,80,78.730003,79.800003,69.778023,5256000
10/9/2018,79.760002,79.889999,78.809998,79.489998,69.506973,3701700
10/10/2018,80.010002,80.529999,78.699997,78.919998,69.008545,14047100
10/11/2018,76.690002,77.07,72.599998,73.190002,63.99818,17094600
10/12/2018,74.510002,74.970001,73.269997,74.580002,65.213623,9479700
10/15/2018,74.169998,74.970001,73.019997,73.059998,63.884491,7383700
10/16/2018,73.540001,73.75,72.650002,73.720001,64.461601,10207400
10/17/2018,73.959999,74.830002,73.75,74.360001,65.021233,7234000
10/18/2018,74.470001,75.169998,73.769997,74.529999,65.169876,7315700
10/19/2018,74.389999,75.620003,73.949997,74.18,64.863831,7274700
10/22/2018,74.449997,74.940002,72.599998,72.839996,63.692127,5390400
10/23/2018,71.269997,72.910004,70.449997,72.449997,63.788971,5862800
10/24/2018,72.129997,72.57,69.580002,69.809998,61.464573,6936900
10/25/2018,70.080002,71.129997,69.550003,70.669998,62.221771,9234600
10/26/2018,70,70.800003,69.169998,70.120003,61.737514,8538100
10/29/2018,71.160004,71.519997,69.480003,70.540001,62.1073,6262100
10/30/2018,71.029999,72.470001,70.330002,72.389999,63.736153,7205900
10/31/2018,72.779999,73.349998,71.459999,72.389999,63.736153,7671300
11/1/2018,72.739998,74.480003,72.610001,74.410004,65.514679,6424100
11/2/2018,74.839996,74.910004,72.260002,73.089996,64.35247,5894700
11/5/2018,73.400002,74.629997,73.18,73.690002,64.880753,6413500
11/6/2018,74.5,78.089996,74.25,77.900002,68.58744,12828500
11/7/2018,79.019997,81.279999,78.529999,78.769997,69.353447,12356200
11/8/2018,78.389999,80.089996,78.25,80.050003,70.480446,7924300
11/9/2018,80.129997,80.459999,79.139999,79.830002,70.286743,5761300
11/12/2018,79.830002,81.089996,79.449997,80.339996,70.735756,5682500
11/13/2018,80.959999,81.559998,80.129997,80.800003,71.140778,6657100
11/14/2018,81.099998,82.150002,79.360001,79.919998,70.365982,8673300
11/15/2018,79.379997,80.269997,77.849998,79.839996,70.29554,6859700
11/16/2018,79.580002,80.440002,79.260002,79.330002,69.846504,6568400
11/19/2018,79.470001,80.07,77.980003,78.550003,69.159752,6155700
11/20/2018,77.099998,77.779999,75.300003,75.519997,66.491966,10232600
11/21/2018,76.139999,76.550003,74.959999,75.089996,66.11338,6889400
11/23/2018,74.790001,75.870003,74.339996,75.18,66.192612,2439700
11/26/2018,76.550003,78.910004,76.5,77.839996,68.534622,14719200
11/27/2018,77.989998,79.580002,77.050003,79.5,69.996178,11905200
11/28/2018,80.620003,81.650002,79.779999,80.269997,70.674126,19884000
11/29/2018,80.690002,80.809998,79.709999,80,70.436401,10092000
11/30/2018,79.760002,80.239998,78.68,80.199997,70.612503,15921500
12/3/2018,80.199997,80.669998,79.160004,79.519997,70.013771,16494800
12/4/2018,79.449997,80.370003,78.57,78.910004,69.47673,13333700
12/6/2018,77.900002,78.059998,73.889999,76.57,67.416458,15678500
12/7/2018,76.199997,76.379997,73.690002,74.089996,65.232925,10556300
12/10/2018,74.110001,74.220001,71.510002,73.339996,64.572594,10798500
12/11/2018,74.739998,75.410004,72.610001,73.410004,64.634224,10488200
12/12/2018,74.400002,75.669998,74.129997,74.5,65.593918,10141800
12/13/2018,74.360001,74.57,72.32,73.370003,64.598999,10693900
12/14/2018,72.739998,73.440002,71.610001,71.879997,63.287117,10624700
12/17/2018,71,71.980003,70.25,70.690002,62.239395,9481500
12/18/2018,71.370003,71.410004,68.720001,69.559998,61.244465,9711800
12/19/2018,69.809998,70.620003,68.160004,68.589996,60.390423,11042700
12/20/2018,68.099998,68.639999,65.889999,66.480003,58.532665,12921400
12/21/2018,65.949997,67.5,63.68,63.700001,56.084995,19254500
12/24/2018,63.540001,64.440002,62.810001,62.919998,55.398239,6314200
12/26/2018,63.029999,65.410004,62.060001,65.410004,57.590572,9480400
12/27/2018,64.669998,65.239998,62.810001,65.239998,57.440891,8673300
12/28/2018,65.800003,66.239998,64.849998,65.190002,57.396873,7627600
12/31/2018,65.440002,66.080002,64.75,65.519997,57.687428,7627200
1/2/2019,64.860001,65.870003,64.440002,65.580002,57.740253,7322400
1/3/2019,65.25,65.900002,64.639999,65.230003,57.432095,7001800
1/4/2019,66.089996,67.43,65.949997,66.82,58.832016,7214800
1/7/2019,67.389999,69.349998,66.720001,68.610001,60.408031,8908100
1/8/2019,68.790001,69.739998,67.260002,68.529999,60.337593,10335000
1/9/2019,68.57,68.68,65.309998,66.040001,58.145256,14981000
1/10/2019,66.019997,66.279999,64.559998,65.550003,57.713825,15503500
1/11/2019,65.18,65.82,64.360001,65.809998,57.942753,11396300
1/14/2019,65.379997,65.779999,64.900002,65.339996,57.528938,9276000
1/15/2019,64.68,64.82,63.139999,63.740002,56.120213,15501500
1/16/2019,63.810001,64.5,63.669998,63.919998,56.278694,13551200
1/17/2019,63.970001,64.089996,63.27,63.369999,55.794441,12599200
1/18/2019,64.650002,65.550003,64.300003,65.519997,57.687428,15600000
1/22/2019,65.389999,65.769997,64.599998,64.919998,57.159142,8492600
1/23/2019,65.300003,66.32,64.900002,66.110001,58.20689,9101400
1/24/2019,65.5,65.629997,64.559998,64.980003,57.64798,7039900
1/25/2019,65.57,65.809998,65.139999,65.449997,58.064941,8625700
1/28/2019,65.110001,65.260002,63.580002,65.239998,57.878639,8642000
1/29/2019,65.459999,66.150002,65.18,65.540001,58.144791,7293600
1/30/2019,66.290001,66.660004,65.769997,65.959999,58.517399,7340600
1/31/2019,65.949997,66.410004,65.550003,65.550003,58.153652,10883200
2/1/2019,64.5,65.720001,62.880001,65.220001,57.860897,16742500
2/4/2019,65.25,65.919998,64.870003,65.910004,58.473045,7151900
2/5/2019,66.239998,66.379997,65.389999,65.669998,58.260113,6763900
2/6/2019,65.440002,66.290001,65.360001,66.029999,58.579506,6494600
2/7/2019,65.970001,66.129997,64.949997,65.75,58.331089,6306600
2/8/2019,65.489998,65.699997,64.360001,65.010002,57.674599,7754000
2/11/2019,65.349998,65.730003,65.010002,65.099998,57.754433,9654800
2/12/2019,65.440002,67.400002,65.300003,67.010002,59.448921,7868000
2/13/2019,67.330002,68.160004,67.129997,67.790001,60.140911,9738200
2/14/2019,67.459999,68.160004,66.769997,67.690002,60.052197,6988200
2/15/2019,68.260002,69.870003,67.849998,69.529999,61.684586,10245400
2/19/2019,70.209999,70.32,69.279999,69.879997,61.995079,13091900
2/20/2019,63.669998,65.190002,63.299999,64.220001,56.97374,43365600
2/21/2019,64.029999,64.150002,61.959999,62.349998,55.314739,26490600
2/22/2019,62.139999,62.349998,61.169998,61.950001,54.959869,20182900
2/25/2019,62.119999,62.290001,61.200001,61.23,54.321114,12853900
2/26/2019,61.25,61.580002,60.59,60.68,53.833168,12273600
2/27/2019,60.43,60.490002,58.459999,58.5,51.899151,20986500
2/28/2019,58.540001,58.790001,57.560001,57.830002,51.304752,17121000
3/1/2019,58.150002,58.740002,58.060001,58.130001,51.5709,14432800
3/4/2019,58.369999,58.549999,55.799999,55.959999,49.645748,17836000
3/5/2019,56.150002,56.200001,54.369999,54.959999,48.758587,27776100
3/6/2019,54.740002,55.009998,54,54,47.906918,15876800
3/7/2019,54.139999,54.34,52.169998,52.360001,46.451958,23030200
3/8/2019,52.060001,53.099998,51.93,52.93,46.957642,21748300
3/11/2019,53.099998,53.889999,52.310001,53.75,47.68512,14770200
3/12/2019,54.02,54.93,53.720001,54.650002,48.483574,16681400
3/13/2019,55.610001,56.919998,55.310001,56.57,50.186928,22936500
3/14/2019,56.950001,57.41,55.669998,55.880001,49.57478,15216100
3/15/2019,55.919998,56.189999,55.27,55.599998,49.32637,24262200
3/18/2019,55.610001,56.919998,55.560001,56.669998,50.275635,12752900
3/19/2019,56.700001,57.540001,56.48,57.09,50.648243,12367400
3/20/2019,56.82,56.900002,55.810001,56.16,49.823177,11405800
3/21/2019,56.07,57.610001,55.779999,57.400002,50.923264,10452700
3/22/2019,57.110001,57.279999,55.919998,56.040001,49.716721,10204200
3/25/2019,55.799999,56.130001,54.400002,54.950001,48.749722,12968600
3/26/2019,55.380001,56.169998,55.080002,55.389999,49.140068,11730900
3/27/2019,53.939999,54.43,52.830002,54.049999,47.951267,21327300
3/28/2019,54.18,54.599998,53.25,53.360001,47.339123,11564900
3/29/2019,53.549999,53.970001,53.290001,53.93,47.844807,11361500
4/1/2019,54.16,54.34,53.450001,54.189999,48.07547,10790100
4/2/2019,52.68,52.919998,51.77,52.130001,46.247913,22104400
4/3/2019,52.419998,53.07,52.32,52.790001,46.833439,17437400
4/4/2019,52.880001,53.459999,52.799999,53.400002,47.374607,11058000
4/5/2019,53.610001,54.200001,53.509998,54.060001,47.960136,10002100
4/8/2019,53.959999,54.490002,53.740002,54.150002,48.039978,8374100
4/9/2019,54.099998,54.330002,53.450001,53.720001,47.658501,9275800
4/10/2019,53.700001,53.889999,53.040001,53.869999,47.79158,11853400
4/11/2019,53.98,54.369999,52.470001,52.689999,46.744724,11354700
4/12/2019,52.950001,53.290001,52.580002,52.810001,46.851181,10024700
4/15/2019,53.720001,54.599998,53.5,54.220001,48.102081,17590400
4/16/2019,54.73,54.830002,53.34,53.900002,47.818192,12943200
4/17/2019,53.98,54.150002,52,52.540001,46.611645,22106000
4/18/2019,52.439999,53.16,52.259998,52.630001,46.691494,15930600
4/22/2019,52.43,52.759998,52.18,52.43,46.960197,9122500
4/23/2019,52.5,53.669998,52.099998,52.959999,47.434902,14102400
4/24/2019,52.990002,53.110001,52.560001,52.93,47.408039,9599200
4/25/2019,52.810001,53.689999,52.610001,53.23,47.676731,8503000
4/26/2019,53.23,53.619999,52.93,53.529999,47.945435,9084500
4/29/2019,53.150002,54.439999,52.66,53.990002,48.357441,9731200
4/30/2019,54.630001,54.889999,53.450001,54.380001,48.706757,13911200
5/1/2019,56.849998,57.75,56.209999,57.330002,51.348999,26243000
5/2/2019,57.209999,57.369999,55.57,56.73,50.811596,14489700
5/3/2019,57.009998,57.34,56.029999,56.66,50.748898,11035600
5/6/2019,55.970001,56.619999,55.41,56.599998,50.695156,10689500
5/7/2019,56.349998,56.48,54.919998,55.349998,49.575562,9586900
5/8/2019,55.360001,56.119999,54.880001,55.740002,49.924877,8841200
5/9/2019,55.099998,55.650002,54.630001,55.349998,49.575562,9255700
5/10/2019,55.299999,55.619999,54.240002,55.16,49.405384,9397100
5/13/2019,54.299999,54.450001,53.299999,53.82,48.205173,11183800
5/14/2019,53.849998,54.23,52.939999,52.970001,47.443863,10772900
5/15/2019,52.709999,53.07,51.880001,52.790001,47.282635,11618000
5/16/2019,52.900002,53.209999,52.150002,52.299999,46.843758,11823600
5/17/2019,52.009998,53.200001,51.720001,52.880001,47.363251,8046700
5/20/2019,52.849998,53.599998,52.700001,53,47.470726,8083900
5/21/2019,53.32,53.689999,52.849998,53.52,47.936481,8163200
5/22/2019,53.43,53.82,52.82,53.709999,48.106655,7919800
5/23/2019,53.27,53.290001,52.34,52.790001,47.282635,9388900
5/24/2019,52.880001,53.169998,52.59,53.07,47.533424,5681200
5/28/2019,53.119999,53.240002,52.580002,52.700001,47.202023,12493000
5/29/2019,52.459999,52.950001,52.119999,52.52,47.040802,9578200
5/30/2019,52.639999,52.959999,52.290001,52.75,47.246815,6789100
5/31/2019,52.27,52.720001,52.040001,52.369999,46.906456,8089300
6/3/2019,52.540001,53.700001,52.459999,53.389999,47.820045,8920500
6/4/2019,54.43,55.75,54.25,54.619999,48.921722,12754300
6/5/2019,55,55.049999,53.02,53.169998,47.622986,12128800
6/6/2019,53.139999,54.610001,53.02,54.110001,48.46492,10043000
6/7/2019,54.27,54.619999,53.810001,53.919998,48.294746,7826000
6/10/2019,54.330002,55.529999,54.299999,55.029999,49.288948,8007800
6/11/2019,54.43,55.09,53.790001,53.970001,48.339531,8774300
6/12/2019,53.849998,54.029999,53.040001,53.66,48.061867,9404900
6/13/2019,53.869999,54.639999,53.709999,54.59,48.894848,5250700
6/14/2019,54.650002,54.68,54.049999,54.169998,48.518669,4680700
6/17/2019,54.23,54.700001,53.93,54.540001,48.850063,5008800
6/18/2019,54.830002,55.34,54.540001,54.66,48.95755,7156800
6/19/2019,54.860001,55.380001,54.669998,54.889999,49.163544,6212900
6/20/2019,54.889999,55.080002,53.279999,53.869999,48.249969,13254500
6/21/2019,53.799999,54.02,53.23,53.650002,48.052914,12482100
6/24/2019,53.709999,53.75,52.759998,53.139999,47.596127,9144900
6/25/2019,53.25,53.790001,52.889999,53.68,48.079788,7865700
6/26/2019,53.740002,54.130001,53.279999,53.700001,48.097698,6655200
6/27/2019,54.029999,55,53.939999,54.740002,49.029209,7476000
6/28/2019,54.830002,55.240002,54.349998,54.490002,48.805286,9336900
7/1/2019,55.099998,55.990002,54.650002,54.93,49.199383,7991100
7/2/2019,54.869999,55.009998,54.119999,54.799999,49.082943,4960200
7/3/2019,55.009998,55.84,55,55.200001,49.441208,4117800
7/5/2019,55.240002,56.110001,55.110001,55.57,49.77261,4264200
7/8/2019,55.380001,55.450001,54.759998,55.310001,49.539738,5936900
7/9/2019,55.049999,55.369999,54.66,54.830002,49.109814,5757900
7/10/2019,55,55.5,54.650002,55.380001,49.602436,5059800
7/11/2019,59.369999,60.130001,57.52,57.970001,51.922234,29037100
7/12/2019,57.900002,58.48,57.34,57.549999,51.54604,10089400
7/15/2019,57.759998,57.790001,57.040001,57.439999,51.447517,5883400
7/16/2019,57.369999,57.5,56.869999,57.380001,51.393784,5063000
7/17/2019,57.330002,57.369999,56.009998,56.23,50.363754,7678600
7/18/2019,56.07,56.68,55.470001,56.5,50.605587,6063400
7/19/2019,56.700001,56.82,55.939999,55.939999,50.104012,5480900
7/22/2019,56.080002,56.16,55.259998,55.48,49.692001,5717300
7/23/2019,55.41,56.400002,55.049999,56.27,50.39959,6973400
7/24/2019,55.900002,56.09,54.970001,55.990002,50.5984,6774800
7/25/2019,55.68,55.900002,55.049999,55.439999,50.101357,5526200
7/26/2019,55.540001,56,55.349998,55.540001,50.19173,4753300
7/29/2019,55.470001,56.52,55.450001,56.259998,50.8424,4951600
7/30/2019,55.91,56.59,55.540001,56.529999,51.086403,5016900
7/31/2019,56.599998,56.599998,55.400002,55.869999,50.489952,8473100
8/1/2019,55.799999,56.91,55.360001,55.369999,50.038097,11847900
8/2/2019,55.43,55.84,55.009998,55.709999,50.34536,6673300
8/5/2019,55.049999,55.950001,54.060001,54.509998,49.260918,9492300
8/6/2019,54.599998,54.700001,53,54.09,48.881359,12803400
8/7/2019,56.27,58.279999,56.009998,58.119999,52.523293,22891700
8/8/2019,58.720001,59.52,58.5,59.040001,53.354694,14892100
8/9/2019,58.939999,59.5,58.490002,59.290001,53.580616,6694500
8/12/2019,59.049999,59.259998,58.560001,58.75,53.092613,5452600
8/13/2019,58.700001,59.970001,58.48,59.849998,54.086697,8243200
8/14/2019,59.330002,59.490002,58.459999,58.560001,52.920918,10561400
8/15/2019,58.799999,59.150002,57.919998,58.84,53.173958,10751100
8/16/2019,59.279999,60.549999,59.119999,60.279999,54.475285,9643600
8/19/2019,60.810001,61.549999,60.599998,61.389999,55.478401,10072100
8/20/2019,61.240002,61.869999,61.07,61.560001,55.63203,8961400
8/21/2019,62.18,62.580002,61.599998,61.650002,55.713364,9595600
8/22/2019,61.91,62.169998,61.099998,62.049999,56.074841,6401900
8/23/2019,61.360001,62.119999,60.029999,60.240002,54.43914,9353100
8/26/2019,60.799999,60.990002,60.279999,60.759998,54.909069,4849400
8/27/2019,61.209999,61.310001,59.119999,59.189999,53.49025,7700600
8/28/2019,59.060001,59.580002,58.619999,59.48,53.752331,7817200
8/29/2019,60.119999,60.599998,59.849998,60.150002,54.357815,6784000
8/30/2019,60.669998,61.150002,60.259998,60.919998,55.053658,6310300
9/3/2019,60.439999,60.830002,59.689999,60.689999,54.845806,5379400
9/4/2019,61.189999,61.799999,61,61.66,55.722404,5700600
9/5/2019,63.009998,63.34,62.380001,62.759998,56.716476,7892700
9/6/2019,62.740002,62.970001,62.009998,62.23,56.237511,7124800
9/9/2019,62.540001,63.860001,62.509998,63.68,57.547882,8623700
9/10/2019,63.75,64.120003,62.799999,63.599998,57.475586,10239200
9/11/2019,63.48,64.010002,63.290001,63.990002,57.828037,7314800
9/12/2019,64.940002,65.25,63.639999,63.900002,57.746696,8816700
9/13/2019,64.099998,64.720001,63.16,64.059998,57.891285,6184500
9/16/2019,63.299999,63.849998,63.18,63.43,57.321953,4408700
9/17/2019,63.5,63.75,63.150002,63.48,57.367142,4652500
9/18/2019,63.220001,63.540001,62.740002,63.259998,57.168324,4747100
9/19/2019,63.450001,64.029999,63.279999,63.630001,57.502701,4543600
9/20/2019,64.18,64.690002,64.010002,64.300003,58.108181,10375300
9/23/2019,63.93,64.32,63.099998,63.349998,57.24966,7360100
9/24/2019,63.549999,64.190002,62.669998,62.93,56.87011,6519500
9/25/2019,62.650002,63.369999,62.470001,62.59,56.562847,5207200
9/26/2019,62.68,62.779999,60.950001,61.59,55.659134,7455800
9/27/2019,61.939999,62.5,61.580002,62.080002,56.101959,4938900
9/30/2019,62.110001,63.439999,61.77,63.07,56.996624,6383400
10/1/2019,63.200001,63.560001,61.759998,62.349998,56.345955,5996600
10/2/2019,61.98,62.099998,60.959999,61.5,55.577812,6398400
10/3/2019,61.509998,61.779999,60.369999,61.220001,55.324772,5800100
10/4/2019,61.150002,62.32,61.130001,62.240002,56.246548,4677400
10/7/2019,62.130001,62.549999,61.73,61.990002,56.020634,4465500
10/8/2019,61.48,61.619999,60.139999,60.380001,54.565662,6950500
10/9/2019,60.860001,61.34,60.610001,60.799999,54.945206,5214900
10/10/2019,60.900002,62.5,60.849998,62.139999,56.156181,6729200
10/11/2019,62.799999,63.610001,62.77,62.939999,56.879139,6278700
10/14/2019,62.77,63.25,62.43,62.990002,56.924328,2934800
10/15/2019,63.48,64.970001,63.48,64.830002,58.587147,8209600
10/16/2019,65,65.790001,64.760002,65.410004,59.11129,7343500
10/17/2019,65.559998,66.580002,65.309998,66.5,60.096321,8402500
10/18/2019,66.32,66.459999,65.730003,66.160004,59.789066,6249500
10/21/2019,66.629997,66.779999,65.610001,65.699997,59.373367,6820700
10/22/2019,65.879997,66.919998,65.730003,66.559998,60.150539,6293100
10/23/2019,66.040001,66.309998,65.32,65.599998,59.731697,4683800
10/24/2019,65.599998,65.889999,64.470001,64.839996,59.039677,5562300
10/25/2019,64.639999,65.610001,64.379997,65.099998,59.276428,5068400
10/28/2019,65.449997,66.540001,65.349998,65.879997,59.986656,7015900
10/29/2019,65.690002,66.099998,64.949997,65.889999,59.995758,6505900
10/30/2019,66.150002,67.330002,65.849998,67.050003,61.051983,8032000
10/31/2019,66.800003,67.099998,65.720001,66.389999,60.451023,6138500
11/1/2019,66.860001,67.589996,66.709999,67.239998,61.224983,6793300
11/4/2019,67.970001,68.410004,67.480003,68.040001,61.95343,8822200
11/5/2019,68.25,68.650002,67.129997,67.32,61.29784,15587500
11/6/2019,69.43,70.940002,69.300003,70.93,64.5849,22382100
11/7/2019,71.940002,72.089996,71.18,71.779999,65.358849,11695900
11/8/2019,71.800003,72.980003,71.57,72.470001,65.987137,9245700
11/11/2019,71.980003,72.75,71.57,71.730003,65.313339,5057600
11/12/2019,71.550003,72.470001,71,72.349998,65.877869,5030400
11/13/2019,71.830002,73.290001,71.709999,72.82,66.305832,5112000
11/14/2019,72.769997,73.25,72.629997,72.940002,66.4151,4032700
